startup_id;startup_name;date_incorporated;register_identification_number;register;startup_location;startup_industry;startup_website;LinkedIn;;
startup_12163;Vionym UG (haftungsbeschränkt);2017-11-15;HRB 10208;Passau;Passau;Medien;https://vionym.de;;12163;
startup_12164;connme. UG (haftungsbeschränkt);2017-11-14;HRB 212003;Osnabrück;Osnabrück;Medien;;;12164;
startup_12165;diabbery UG (haftungsbeschränkt);2017-11-14;HRB 16600 FF;Frankfurt/Oder;Bad Saarow;Medizin;http://www.diabberry.de;;12165;
startup_12166;Doctorly GmbH;2017-11-14;HRB 191251 B;Charlottenburg (Berlin);Berlin;Medizin;https://www.doctorly.de/;https://www.linkedin.com/company/doctorly/;12166;
startup_12167;eNxt Solutions GmbH;2017-11-14;HRB 105927;Saarbrücken;Perl-Nennig;Logistik;https://enxt-solutions.com;;12167;
startup_12168;E-Works Mobility GmbH;2017-11-14;HRB 236917;München;Ismaning;Mobilität;https://www.eworks-mobility.de/;https://www.linkedin.com/company/e-works-mobility-gmbh/;12168;
startup_12169;Magnosco GmbH;2017-11-14;HRB 191268 B;Charlottenburg (Berlin);Berlin;Medizin;https://www.magnosco.com/;https://www.linkedin.com/company/magnosco-medtech/;12169;
startup_12170;MindMatch GmbH;2017-11-14;HRB 191247 B;Charlottenburg (Berlin);Berlin;Personal;https://mindmatch.ai;;12170;
startup_12171;MOIO GmbH;2017-11-14;HRB 16460;Fürth;Fürth;Medizin;https://moio.care/;https://www.linkedin.com/company/moio-gmbh/;12171;
startup_12172;Quality First GmbH;2017-11-14;HRB 174145;Hamburg;Walldorf;eCommerce;https://www.morenutrition.de;;12172;
startup_12173;Rabenmütter UG (haftungsbeschränkt);2017-11-14;HRB 191245 B;Charlottenburg (Berlin);Berlin;eCommerce;https://ravencollective.co/;;12173;
startup_12174;Satimamo UG (haftungsbeschränkt);2017-11-14;HRB 16977;Münster;Münster;Dienstleistung;;;12174;
startup_12175;Sweet Elephant GmbH;2017-11-14;HRB 148871;Hamburg;Hamburg;Lebensmittel;https://www.sweet-elephant.de/;;12175;
startup_12176;The Car Guys GmbH;2017-11-14;HRB 37118;Dresden;Pirna;Mobilität;https://thecarguys.de;;12176;
startup_12177;Cronbach GmbH;2017-11-13;HRB 148857;Hamburg;Hamburg;Werbung;https://www.cronbach.co/;;12177;
startup_12178;MyChoi UG (haftungsbeschränkt);2017-11-13;HRB 17263 HL;Lübeck;Ahrensburg;Software;;;12178;
startup_12179;Paddelbrett GmbH;2017-11-13;HRB 15709;Bad Oeynhausen;Bad Oeynhausen;Sport;https://www.paddelbrett.de;;12179;
startup_12180;Treye Tech UG (haftungsbeschränkt);2017-11-13;HRB 728984;Mannheim;Mannheim;Software;https://www.treye-tech.com;;12180;
startup_12181;Vitarights Innovations GmbH;2017-11-13;HRB 21527;Neuss;Neuss;Medizin;https://vitarights.de;;12181;
startup_12182;Bio-Hybrid GmbH;2017-11-11;HRB 38512;Nürnberg;Nürnberg;Mobilität;https://www.biohybrid.com/de/;;12182;
startup_12183;loopingo GmbH;2017-11-11;HRB 236886;München;München;Werbung;https://loopingo.com/;https://www.linkedin.com/company/loopingo/;12183;
startup_12184;3DyourBody Manufacturing GmbH;2017-11-10;HRB 191153 B;Charlottenburg (Berlin);Berlin;Dienstleistung;https://www.3dyourbody.de;;12184;
startup_12185;Brauhof Saar GmbH;2017-11-10;HRB 104265;Saarbrücken;Saarbrücken;Lebensmittel;https://www.brauhof-saar.de;;12185;
startup_12186;Careberri UG (haftungsbeschränkt);2017-11-10;HRB 8462;Ingolstadt;Ingolstadt;Medizin;https://www.careberri.com;;12186;
startup_12187;Cronosignum GmbH;2017-11-10;HRB 191132 B;Charlottenburg (Berlin);Berlin;Software;https://cronosignum.com;;12187;
startup_12188;Easy Abfindung GmbH;2017-11-10;HRB 15708;Bad Oeynhausen;Löhne;Rechtsberatung;;;12188;
startup_12189;Nannio GmbH;2017-11-10;HRB 92636;Köln;Köln;Dienstleistung;https://nannio.de;;12189;
startup_12190;neolexon UG (haftungsbeschränkt);2017-11-10;HRB 236855;München;München;Medizin;https://neolexon.de;;12190;
startup_12191;Raylytic GmbH;2017-11-10;HRB 34218;Leipzig;Leipzig;Medizin;https://www.raylytic.com/;;12191;
startup_12192;VRTUAL X GmbH;2017-11-10;HRB 148847;Hamburg;Hamburg;Software;https://vrtual-x.com/;;12192;
startup_12193;Cubinauts UG (haftungsbeschränkt);2017-11-09;HRB 236810;München;München;Gaming;https://cubiverse-game.com;;12193;
startup_12194;Dolopharm Biosciences UG (haftungsbeschränkt);2017-11-09;HRB 191073 B;Charlottenburg (Berlin);Michendorf;Medizin;;;12194;
startup_12195;easysitter UG (haftungsbeschränkt);2017-11-09;HRB 762792;Stuttgart;Tübingen;Dienstleistung;;;12195;
startup_12196;FF BioTech GmbH;2017-11-09;HRB 31762;Zweibrücken;Zweibrücken;Medizin;;;12196;
startup_12197;GBQM GmbH;2017-11-09;HRB 762789;Stuttgart;Fellbach;Medizin;https://www.gbqm.de;;12197;
startup_12198;JuiceNet GmbH;2017-11-09;HRB 191063 B;Charlottenburg (Berlin);Berlin;Mobilität;https://evcharging.enelx.com;;12198;
startup_12199;mageco ocean GmbH;2017-11-09;HRB 21576;Aachen;Aachen;Umwelttechnologie;https://www.mageco-ocean.com/;https://www.linkedin.com/company/mageco-ocean-gmbh/;12199;
startup_12200;MEDKONNEKT GmbH;2017-11-09;HRB 241640;München;München;Software;https://www.medkonnekt.de;;12200;
startup_12201;METHODIGY GmbH;2017-11-09;HRB 762785;Stuttgart;Esslingen am Neckar;Rechtsberatung;https://methodigy.de;;12201;
startup_12202;Packwise GmbH;2017-11-09;HRB 37102;Dresden;Dresden;Logistik;https://packwise.de/;https://www.linkedin.com/company/packwise-gmbh/;12202;
startup_12203;punch-IT GmbH;2017-11-09;HRB 92619;Köln;Köln;Sport;https://punchit.swiss;;12203;
startup_12204;Texera IT Solutions GmbH;2017-11-09;HRB 92621;Köln;Bergisch Gladbach;Software;https://www.texera.de;;12204;
startup_12205;ARANDAL GmbH;2017-11-08;HRB 28605;Essen;Sprockhövel;Medizin;https://www.arandal.eu;;12205;
startup_12206;Controlution GmbH;2017-11-08;HRB 236778;München;Germering;Software;http://www.controlution.eu/;;12206;
startup_12207;Dopavision GmbH;2017-11-08;HRB 191088 B;Charlottenburg (Berlin);Berlin;Medizin;http://www.dopavision.com/;https://www.linkedin.com/company/dopavision/;12207;
startup_12208;findervest GmbH;2017-11-08;HRB 191041 B;Charlottenburg (Berlin);Berlin;Finanzbereich;https://findervest.com/;https://www.linkedin.com/company/findervest/;12208;
startup_12209;InfraRed24 GmbH;2017-11-08;HRB 215918;Hannover;Hannover;Energie;https://infrared24.com/;;12209;
startup_12210;Mathehelden UG (haftungsbeschränkt);2017-11-08;HRB 21563;Aachen;Herzogenrath;Bildung;;;12210;
startup_12211;Novilife GmbH;2017-11-08;HRB 10873;Gütersloh;Gütersloh;eCommerce;http://dynamics-nutrition.com;;12211;
startup_12212;PI ROPE GmbH;2017-11-08;HRB 31333;Chemnitz;Chemnitz;Mobilität;https://pirope.net;;12212;
startup_12213;Shileo GmbH;2017-11-08;HRB 191055 B;Charlottenburg (Berlin);Berlin;Lebensmittel;https://www.shileo.de/;https://www.linkedin.com/company/shileo-ug-haftungsbeschr%C3%A4nkt/about/;12213;
startup_12214;Whoqip GmbH;2017-11-08;HRB 17513;Memmingen;Memmingerberg;Werbung;https://www.whoqip.com/;;12214;
startup_12215;bkt solutions GmbH;2017-11-07;HRB 110022;Frankfurt am Main;Frankfurt am Main;Software;https://www.bkt-solutions.com;https://www.linkedin.com/company/bkt-solutions-gmbh/;12215;
startup_12216;ClickClickDrive GmbH;2017-11-07;HRB 190991 B;Charlottenburg (Berlin);Berlin;Dienstleistung;https://www.clickclickdrive.de/;https://www.linkedin.com/company/clickclickdrive-gmbh/;12216;
startup_12217;Herdius GmbH;2017-11-07;HRB 190994 B;Charlottenburg (Berlin);Berlin;Blockchain / Crypto;https://herdius.com;;12217;
startup_12218;Industrial Analytics IA GmbH;2017-11-07;HRB 191013 B;Charlottenburg (Berlin);Berlin;Industrie;https://www.industrial-analytics.io/;https://www.linkedin.com/company/industrial-analytics-berlin/;12218;
startup_12219;Kingsmen Group GmbH;2017-11-07;HRB 81909;Düsseldorf;Düsseldorf;eCommerce;https://hylodent.com;;12219;
startup_12220;Kumovis GmbH;2017-11-07;HRB 236747;München;München;Medizin;https://kumovis.com/;https://www.linkedin.com/company/kumovis/;12220;
startup_12221;Narumed GmbH;2017-11-07;HRB 236755;München;Gräfelfing;Medizin;https://narumed.de;;12221;
startup_12222;SensoRun GmbH & Co. KG;2017-11-07;HRA 733854;Stuttgart;Tübingen;Sport;https://sensorun.de;;12222;
startup_12223;SunTab UG (haftungsbeschränkt);2017-11-07;HRB 32337;Kaiserslautern;Kaiserslautern;eCommerce;;;12223;
startup_12224;Amafin GmbH;2017-11-06;HRB 190966 B;Charlottenburg (Berlin);Berlin;Finanzbereich;https://www.myos.com/;https://www.linkedin.com/company/myosfinance/;12224;
startup_12225;Blockbay GmbH;2017-11-06;HRB 148750;Hamburg;Hamburg;Blockchain / Crypto;https://www.blockbay.de/;;12225;
startup_12226;Eimsig GmbH;2017-11-06;HRB 12322;Fritzlar;Gudensberg;Hardware;https://www.eimsig.de/;;12226;
startup_12227;MyLetics GmbH;2017-11-06;HRB 28595;Essen;Essen;Medizin;https://www.health-nola.com;;12227;
startup_12228;Sternglas GmbH;2017-11-06;HRB 148758;Hamburg;Hamburg;eCommerce;https://www.sternglas.de/;;12228;
startup_12229;1ACare GmbH - Das Pflegeportal;2017-11-03;HRB 9264;Gießen;Gießen;eCommerce;https://www.1acare.de/;https://www.linkedin.com/company/1acare-gmbh-das-pflegeportal/about/;12229;
startup_12230;azury living GmbH;2017-11-03;HRB 104258;Saarbrücken;Saarbrücken;Immobilien;https://azury.one/;https://www.linkedin.com/company/azury-living/;12230;
startup_12231;Dewello GmbH;2017-11-03;HRB 15701;Bad Oeynhausen;Kirchlengern;Medizin;https://www.dewello.de;;12231;
startup_12232;Florigins UG (haftungsbeschränkt);2017-11-03;HRB 190927 B;Charlottenburg (Berlin);Berlin;Lebensmittel;http://www.florigins.de/;;12232;
startup_12233;Fuelish GmbH;2017-11-03;HRB 772928;Stuttgart;Weil der Stadt;Mobilität;http://www.fuelish.de;;12233;
startup_12234;gaffr media UG (haftungsbeschränkt);2017-11-03;HRB 190950 B;Charlottenburg (Berlin);Berlin;Medien;https://www.gaffr.com/;;12234;
startup_12235;GENSOR Production Validation Systems UG (haftungsbeschränkt);2017-11-03;HRB 190937 B;Charlottenburg (Berlin);Berlin;Industrie;https://gensor.de;;12235;
startup_12236;Glaucus Games GmbH;2017-11-03;HRB 33287;Kaiserslautern;Niederkirchen;Gaming;https://www.glaucus-games.com;;12236;
startup_12237;HB Software Tec GmbH;2017-11-03;HRB 148727;Hamburg;Hamburg;Software;;;12237;
startup_12238;SKLT Strahlkraft Lasertechnik GmbH;2017-11-03;HRB 190952 B;Charlottenburg (Berlin);Berlin;Industrie;https://sklt.de;;12238;
startup_12239;Visvo UG (haftungsbeschränkt);2017-11-03;HRB 190959 B;Charlottenburg (Berlin);Berlin;eCommerce;;;12239;
startup_12240;BluCon Biotech GmbH;2017-11-02;HRB 92566;Köln;Köln;Umwelttechnologie;https://blucon-biotech.com;;12240;
startup_12241;ergoflix Group GmbH;2017-11-02;HRB 33023;Duisburg;Hamminkeln;Medizin;https://ergoflix.de;;12241;
startup_12242;GreenTecLab UG (haftungsbeschränkt);2017-11-02;HRB 92564;Köln;Köln;Medizin;https://www.arzneipost.de;;12242;
startup_12243;myRapunzel GmbH;2017-11-02;HRB 728908;Mannheim;Mannheim;eCommerce;https://myrapunzel.de/;https://www.linkedin.com/company/myrapunzel/;12243;
startup_12244;Bomi-Handels GmbH;2017-11-01;HRB 211965;Osnabrück;Spelle;eCommerce;https://bomi-handel.de;;12244;
startup_12245;get green plus GmbH;2017-11-01;HRB 109977;Frankfurt am Main;Frankfurt am Main;eCommerce;https://getgreenplus.com/;https://www.linkedin.com/company/get-green-plus-gmbh/about/;12245;
startup_12246;TSH Onlinebuchungs GmbH;2017-11-01;HRB 148697;Hamburg;Hamburg;Tourismus;https://www.bookedbyclick.de/;;12246;
startup_12247;Couch Gourmet GmbH;2017-10-31;HRB 236648;München;München;Lebensmittel;https://couch-gourmet.com;;12247;
startup_12248;German Escrow GmbH;2017-10-31;HRB 35471;Augsburg;Königsbrunn;Blockchain / Crypto;https://germanescrow.com;;12248;
startup_12249;Hope Tree International GmbH;2017-10-31;HRB 236668;München;Holzkirchen;Umwelttechnologie;https://hope-tree-international-gmbh.business.site;;12249;
startup_12250;onkowissen.de GmbH;2017-10-31;HRB 13910;Würzburg;Würzburg;Medizin;https://onkowissen.de;;12250;
startup_12251;Candus GmbH;2017-10-30;HRB 90823;Düsseldorf;Langenfeld;Immobilien;https://candus.eu;;12251;
startup_12252;CAPTIVR GmbH;2017-10-30;HRB 92545;Köln;Erftstadt;Medien;https://www.captivr.net/;;12252;
startup_12253;Fernando Berlin GmbH;2017-10-30;HRB 190840 B;Charlottenburg (Berlin);Berlin;eCommerce;https://www.fernandoberlinboots.com/;;12253;
startup_12254;ioBox GmbH;2017-10-30;HRB 19104 KI;Kiel;Plön;Hardware;https://www.io-box.de;;12254;
startup_12255;Kondoor GmbH;2017-10-30;HRB 190790 B;Charlottenburg (Berlin);Berlin;Immobilien;;;12255;
startup_12256;Lyska UG (haftungsbeschränkt);2017-10-30;HRB 50400;Offenbach am Main;Offenbach am Main;eCommerce;https://www.lyska.cloud;;12256;
startup_12257;ProduktPlus GmbH;2017-10-30;HRB 14652;Siegburg;Windeck;Lebensmittel;http://www.produktplus.net;;12257;
startup_12258;scs shoe commerce GmbH;2017-10-30;HRB 92560;Köln;Köln;eCommerce;https://www.shoe-commerce.de;;12258;
startup_12259;VIRAL-Systems GmbH;2017-10-30;HRB 190814 B;Charlottenburg (Berlin);Berlin;Bildung;;;12259;
startup_12260;WIIRE GmbH;2017-10-30;HRB 109957;Frankfurt am Main;Frankfurt am Main;Medien;https://wire.com/;;12260;
startup_12261;Akurato.de UG (haftungsbeschränkt);2017-10-27;HRB 92536;Köln;Köln;Mobilität;https://akurato.de;;12261;
startup_12262;BioChip Systems GmbH;2017-10-27;HRB 236610;München;München;Medizin;https://www.biochip-systems.com;;12262;
startup_12263;Elbmatic GmbH;2017-10-27;HRB 148671;Hamburg;Hamburg;Hardware;https://www.elbmatic.com;;12263;
startup_12264;Endodont GmbH;2017-10-27;HRB 190366 B;Charlottenburg (Berlin);Berlin;Medizin;http://www.endodont-technology.com/;https://www.linkedin.com/company/endodont/;12264;
startup_12265;Juno & Me GmbH;2017-10-27;HRB 47711;Mainz;Mainz;eCommerce;https://junoandme.de/;https://www.linkedin.com/company/juno-me-gmbh/;12265;
startup_12266;maisells GmbH & Co. KG;2017-10-27;HRA 3351;Ingolstadt;Ingolstadt;eCommerce;https://maisells.com;;12266;
startup_12267;Pantherna Therapeutics GmbH;2017-10-27;HRB 11989 NP;Neuruppin;Hennigsdorf;Medizin;https://pantherna-therapeutics.com/;https://www.linkedin.com/company/pantherna-therapeutics-gmbh/?originalSubdomain=de;12267;
startup_12268;SeNostic Health GmbH;2017-10-27;HRB 215869;Hannover;Hannover;Medizin;https://www.senostic.com;;12268;
startup_12269;Shadevision GmbH;2017-10-27;HRB 236604;München;München;Immobilien;;;12269;
startup_12270;Trailblazer GmbH;2017-10-27;HRB 190776 B;Charlottenburg (Berlin);Berlin;Software;https://trailblazer.to;;12270;
startup_12271;Upvest GmbH;2017-10-27;HRB 190785 B;Charlottenburg (Berlin);Berlin;Blockchain / Crypto;https://upvest.co/;https://www.linkedin.com/company/upvest/;12271;
startup_12272;Fischer Retail Solutions GmbH;2017-10-26;HRB 34180;Leipzig;Taucha;Finanzbereich;https://fischer-retail-solutions.com/;https://www.linkedin.com/company/fischer-retail-solutions-gmbh/;12272;
startup_12273;kiwifalter GmbH;2017-10-26;HRB 81851;Düsseldorf;Düsseldorf;Tourismus;https://kiwifalter.de;;12273;
startup_12274;Performance xTREME UG (haftungsbeschränkt);2017-10-26;HRB 34176;Leipzig;Arzberg OT Blumberg;Software;https://www.performance-xtreme.de;;12274;
startup_12275;Swarm Markets GmbH;2017-10-26;HRB 190778 B;Charlottenburg (Berlin);Berlin;Blockchain / Crypto;https://www.swarm-capital.com/;https://www.linkedin.com/company/sto-org/about/;12275;
startup_12276;tec connect GmbH;2017-10-26;HRB 215855;Hannover;Hannover;Industrie;https://tec-connect.eu;;12276;
startup_12277;Tri-Tech-Solar UG (haftungsbeschränkt);2017-10-26;HRB 17155;Coesfeld;Stadtlohn;Energie;https://www.tritech-solar.com;;12277;
startup_12278;Yuanda Tech GmbH;2017-10-26;HRB 215861;Hannover;Hannover;Hardware;https://www.yuandatech.de;;12278;
startup_12279;ZEI-Tec GmbH;2017-10-26;HRB 741658;Ulm;Aalen;Industrie;https://www.zei-tec.de/;;12279;
startup_12280;cardio.syntax GmbH;2017-10-25;HRB 717134;Freiburg;Freiburg im Breisgau;Medizin;http://www.cardio-syntax.com/;;12280;
startup_12281;Eschbach Europe GmbH;2017-10-25;HRB 23254;Bonn;Bad Honnef;Bauwesen;https://eschbach-europe.com;;12281;
startup_12282;Fainin UG (haftungsbeschränkt);2017-10-25;HRB 167347;Hamburg;Hamburg;Software;https://fainin.com/;;12282;
startup_12283;HygNova GmbH;2017-10-25;HRB 190717 B;Charlottenburg (Berlin);Berlin;Medizin;;;12283;
startup_12284;Medizinio GmbH;2017-10-25;HRB 215837;Hannover;Hannover;Medizin;https://medizinio.de/;https://www.linkedin.com/company/medizinio-gmbh/about/;12284;
startup_12285;myplaces360 GmbH;2017-10-25;HRB 717127;Freiburg;Buchenbach;Medien;https://www.myplaces360.com;;12285;
startup_12286;Open Devices GmbH;2017-10-25;HRB 190727 B;Charlottenburg (Berlin);Berlin;Industrie;https://opendevices.io;;12286;
startup_12287;pitchpool.de UG (haftungsbeschränkt);2017-10-25;HRB 14945;Kleve;Neukirchen-Vluyn;Werbung;http://pitchpool.de;;12287;
startup_12288;Questaware GmbH;2017-10-25;HRB 32869 HB;Bremen;Bremen;Industrie;https://www.questaware.com;;12288;
startup_12289;Recrudo GmbH;2017-10-25;HRB 190702 B;Charlottenburg (Berlin);Köln;Personal;https://www.recrudo.com;;12289;
startup_12290;Senmotion GmbH;2017-10-25;HRB 190662 B;Charlottenburg (Berlin);Berlin;Medizin;https://senmotion.com/;;12290;
startup_12291;socialtelligence GmbH;2017-10-25;HRB 762656;Stuttgart;Stuttgart;Personal;https://www.hicandidate.com;;12291;
startup_12292;Space800X for Business Solutions GmbH;2017-10-25;HRB 14283;Bad Homburg;Friedrichsdorf;Software;https://www.space800x.com;https://www.linkedin.com/company/space800x/about/;12292;
startup_12293;TK Software Solutions GmbH;2017-10-25;HRB 92515;Köln;Radevormwald;Industrie;https://tk-software-solutions.de;;12293;
startup_12294;Utry.me GmbH;2017-10-25;HRB 11979;Landshut;München;eCommerce;https://www.utryme.com/;https://www.linkedin.com/company/utry-me/about/;12294;
startup_12295;Cloud Ararat GmbH;2017-10-24;HRB 236533;München;Taufkirchen;Software;https://cloudararat.com;;12295;
startup_12296;Complero GmbH;2017-10-24;HRB 44038;Wittlich;Kelberg;Software;https://www.complero.com/;https://www.linkedin.com/company/complero/;12296;
startup_12297;HENSOLDT Cyber GmbH;2017-10-24;HRB 236520;München;Taufkirchen;Industrie;https://hensoldt-cyber.com;;12297;
startup_12298;Honeycorn GmbH;2017-10-24;HRB 148614;Hamburg;Hamburg;Lebensmittel;https://frombee.de/;;12298;
startup_12299;itsmydata GmbH;2017-10-24;HRB 236541;München;München;Software;https://itsmydata.de/;https://www.linkedin.com/company/it-s-my-data/;12299;
startup_12300;Leobellvis GmbH;2017-10-24;HRB 26454;Traunstein;Mettenheim;eCommerce;https://www.leobellvis.com;;12300;
startup_12301;LMZ GmbH;2017-10-24;HRB 11985 NP;Neuruppin;Oranienburg OT Zehlendorf;Industrie;https://www.lmz-lenkering.de;;12301;
startup_12302;Maltego Technologies GmbH;2017-10-24;HRB 236523;München;München;Software;https://www.maltego.com;;12302;
startup_12303;papoq UG (haftungsbeschränkt);2017-10-24;HRB 190659 B;Charlottenburg (Berlin);Berlin;eCommerce;https://papoq.de;;12303;
startup_12304;SOM Solar Outdoor Media GmbH;2017-10-24;HRB 190674 B;Charlottenburg (Berlin);Berlin;Energie;https://www.solaroutdoormedia.com;;12304;
startup_12305;Another.ai GmbH;2017-10-23;HRB 190546 B;Charlottenburg (Berlin);Berlin;Software;;;12305;
startup_12306;ASAS Analytische Standards Andre Stratmann Service Labor GmbH;2017-10-23;HRB 92489;Köln;Köln;Medizin;https://www.asas-labor.de;;12306;
startup_12307;AVOVA GmbH;2017-10-23;HRB 736501;Ulm;Ulm;Mobilität;https://www.avova-childcare.com;;12307;
startup_12308;CRAFT & CARE GmbH;2017-10-23;HRB 190599 B;Charlottenburg (Berlin);Düsseldorf;eCommerce;https://craftncare.com/;;12308;
startup_12309;FURTHRresearch GmbH & Co. KG;2017-10-23;HRA 9061;Aachen;Aachen;Software;https://www.furthr-research.com;;12309;
startup_12310;G&S SatCom GmbH;2017-10-23;HRB 211940;Osnabrück;Belm;Software;https://www.gs-satcom.com;;12310;
startup_12311;Melon World GmbH;2017-10-23;HRB 29292;Essen;Essen;Mobilität;https://www.melon-helmets.com;;12311;
startup_12312;merismatic UG (haftungsbeschränkt);2017-10-23;HRB 190504 B;Charlottenburg (Berlin);Berlin;Personal;https://merismatic.com;;12312;
startup_12313;Nanoedge GmbH;2017-10-23;HRB 762611;Stuttgart;Heilbronn;Industrie;http://nanoedge.de;;12313;
startup_12314;Sojern Germany GmbH;2017-10-23;HRB 190587 B;Charlottenburg (Berlin);Berlin;Werbung;https://www.sojern.com;;12314;
startup_12315;Sol Motors GmbH;2017-10-23;HRB 762619;Stuttgart;Stuttgart;Mobilität;http://sol-motors.com;;12315;
startup_12316;Sportfreunde Technologie UG (haftungsbeschränkt);2017-10-23;HRB 16947;Münster;Münster;Sport;;;12316;
startup_12317;Alternavest Partners GmbH;2017-10-20;HRB 236459;München;Grünwald;Finanzbereich;https://www.alternavest.com;;12317;
startup_12318;Baihu Foods GmbH;2017-10-20;HRB 190566 B;Charlottenburg (Berlin);Berlin;Lebensmittel;https://www.baihufoods.com/;https://www.linkedin.com/company/baihu-foods-gmbh/;12318;
startup_12319;Delphisonic GmbH;2017-10-20;HRB 190553 B;Charlottenburg (Berlin);Glinde;Industrie;;;12319;
startup_12320;Parity Technologies Deutschland GmbH;2017-10-20;HRB 190583 B;Charlottenburg (Berlin);Berlin;Blockchain / Crypto;https://www.parity.io;;12320;
startup_12321;PKTS GmbH;2017-10-20;HRB 31746;Chemnitz;Chemnitz;Industrie;https://pkts-die-innovation.de/;;12321;
startup_12322;Vieler & Kmiecik GmbH & Co. KG;2017-10-20;HRA 21981;Koblenz;Remagen;Lebensmittel;https://www.invikoo.de;;12322;
startup_12323;Better Life GmbH;2017-10-19;HRB 222763 B;Charlottenburg (Berlin);Berlin;Medien;https://www.betterlife.gmbh/;;12323;
startup_12324;Fortunella GmbH;2017-10-19;HRB 7005;Marburg;Marburg;Werbung;https://www.fortunella.de;;12324;
startup_12325;kinestoo GmbH;2017-10-19;HRB 236444;München;München;Hardware;;;12325;
startup_12326;Lingualytics GmbH;2017-10-19;HRB 97096;Darmstadt;Einhausen;Software;;;12326;
startup_12327;MateCrate GmbH;2017-10-19;HRB 148576;Hamburg;Hamburg;Gaming;https://matecrate.gg;https://www.linkedin.com/company/matecrate-ug/;12327;
startup_12328;Nesto Software GmbH;2017-10-19;HRB 728842;Mannheim;Karlsruhe;Personal;https://nesto-software.de;;12328;
startup_12329;seQprotect GmbH & Co. KG;2017-10-19;HRA 8436;Coesfeld;Senden;Hardware;http://www.seqprotect.com;;12329;
startup_12330;Taiseko UG (haftungsbeschränkt);2017-10-19;HRB 190513 B;Charlottenburg (Berlin);Berlin;Software;;;12330;
startup_12331;TOPRI GmbH;2017-10-19;HRB 762595;Stuttgart;Stuttgart;eCommerce;;;12331;
startup_12332;Trust Fractal GmbH;2017-10-19;HRB 190528 B;Charlottenburg (Berlin);Berlin;Finanzbereich;https://www.trustfractal.com/;https://www.linkedin.com/company/fractalprotocol/;12332;
startup_12333;3R Entwicklungs und Vertriebs GmbH;2017-10-18;HRB 16556 FF;Frankfurt/Oder;Hoppegarten;Industrie;;;12333;
startup_12334;Barvida GmbH;2017-10-18;HRB 42746;Bielefeld;Bielefeld;Software;https://barvida.de;;12334;
startup_12335;Dialogue Tech FMC GmbH;2017-10-18;HRB 148556;Hamburg;Hamburg;Software;https://www.dialogue-technologies.com/;;12335;
startup_12336;e.GO Digital GmbH;2017-10-18;HRB 21527;Aachen;Aachen;Dienstleistung;https://www.e-go-digital.com/;;12336;
startup_12337;Foodstarz Media UG (haftungsbeschränkt);2017-10-18;HRB 148561;Hamburg;Hamburg;Lebensmittel;https://foodstarz.com/;https://www.linkedin.com/company/foodstarz-media-ug/;12337;
startup_12338;Himmel Foods GmbH;2017-10-18;HRB 236417;München;München;Lebensmittel;;;12338;
startup_12339;Qbing Industrial Solutions GmbH;2017-10-18;HRB 104232;Saarbrücken;Friedrichsthal;Industrie;https://qbing-industrial-solutions.com/;;12339;
startup_12340;The FFanatics GmbH;2017-10-18;HRB 236437;München;München;eCommerce;https://www.theffanatics.com/;https://www.linkedin.com/company/wtalkfashion/;12340;
startup_12341;Tiwegu GmbH;2017-10-18;HRB 17492;Memmingen;Türkheim;eCommerce;https://tiwegu.de;;12341;
startup_12342;Wingcopter GmbH;2017-10-18;HRB 97090;Darmstadt;Weiterstadt;Mobilität;https://wingcopter.com/;https://www.linkedin.com/company/wingcopter/;12342;
startup_12343;4GENE GmbH;2017-10-17;HRB 766873;Stuttgart;Freising;eCommerce;https://www.4gene.de/;;12343;
startup_12344;AEKI GmbH;2017-10-17;HRB 190429 B;Charlottenburg (Berlin);Berlin;Software;;;12344;
startup_12345;Brauerei Flügge GmbH;2017-10-17;HRB 109857;Frankfurt am Main;Frankfurt am Main;Lebensmittel;https://brauerei-fluegge.de;;12345;
startup_12346;Humphry Marine GmbH;2017-10-17;HRB 190456 B;Charlottenburg (Berlin);Berlin;Mobilität;;;12346;
startup_12347;KDD Digital Healthcare GmbH;2017-10-17;HRB 81765;Düsseldorf;Düsseldorf;Medizin;http://kdd-digital.de/;;12347;
startup_12348;Mapvision GmbH;2017-10-17;HRB 259677;München;München;Mobilität;https://www.mapvision.fi;;12348;
startup_12349;Peaq Technology GmbH;2017-10-17;HRB 190416 B;Charlottenburg (Berlin);Berlin;Software;https://www.peaq.io/;https://www.linkedin.com/company/peaq-technology/;12349;
startup_12350;Vireso GmbH;2017-10-17;HRB 31288;Chemnitz;Chemnitz;Dienstleistung;https://vireso.de;;12350;
startup_12351;wohnungshelden GmbH;2017-10-17;HRB 236375;München;München;Immobilien;https://www.wohnungshelden.de;;12351;
startup_12352;Workerbase GmbH;2017-10-17;HRB 236392;München;München;Industrie;https://workerbase.com/;https://www.linkedin.com/company/workerbase/;12352;
startup_12353;aedifion GmbH;2017-10-16;HRB 98154;Köln;Köln;Immobilien;https://www.aedifion.com/;https://www.linkedin.com/company/aedifion/;12353;
startup_12354;becomeZ HSM GmbH;2017-10-16;HRB 148517;Hamburg;Hamburg;Personal;http://becomez.io/;;12354;
startup_12355;Dentabene Holding GmbH;2017-10-16;HRB 224128 B;Charlottenburg (Berlin);Berlin;Medizin;https://dentabene.com/;;12355;
